SMILES,logSolubility,inchi_key
C=CC(=C)C,-2.03,RRHGJUQNOFWUDK-UHFFFAOYSA-N
C=CC(C)(O)CCC=C(C)C,-1.99,CDOSHBSSFJOMGT-UHFFFAOYSA-N
COP(=S)(OC)Oc1ccc(SC)c(C)c1,-4.57,PNVJTZOFSHSLTO-UHFFFAOYSA-N
OC1CCCCC1,-0.44,HPXRVTGHNJAIIH-UHFFFAOYSA-N
C=CCC1(C)C(=O)NC(=O)NC1=O,-1.16,WMSQREUDUHHDDC-UHFFFAOYSA-N
CC12CCC3C(CCC4CC(O)CCC43C)C1CCC2=O,-4.16,QGXBDMJGAMFCBF-UHFFFAOYSA-N
OCC(O)C(O)C(O)C(O)CO,0.06,FBPFZTCFMRRESA-UHFFFAOYSA-N
Cc1ccc(-c2ccccc2)cc1,-4.62,ZZLCFHIKESPLTH-UHFFFAOYSA-N
CCNc1nc(Cl)nc(NC(C)C)n1,-3.85,MXWJVTOOROXGIU-UHFFFAOYSA-N
NC(=S)Nc1ccccc1,-1.77,FULZLIGZKMKICU-UHFFFAOYSA-N
CCCC(=O)CCC,-1.3,HCFAJYNVAYBARA-UHFFFAOYSA-N
CC(=O)C(C)(C)C,-0.72,PJGSXYOJTGTZAV-UHFFFAOYSA-N
Oc1ccc(Cl)cc1,-0.7,WXNZTHHGJRFXKQ-UHFFFAOYSA-N
O=C1CCCCC1,-0.6,JHIVVAPYMSGYDF-UHFFFAOYSA-N
Cc1cccc(N)c1,-0.85,JJYPMNFTHPTTDI-UHFFFAOYSA-N
N#CC(Cl)(Cl)Cl,-2.168,DRUIESSIVFYOMK-UHFFFAOYSA-N
CNc1cnn(-c2cccc(C(F)(F)F)c2)c(=O)c1Cl,-4.046,NVGOPFQZYCNLDU-UHFFFAOYSA-N
CCCCCCCCC(C)=O,-3.3,ZAJNGDIORYACQU-UHFFFAOYSA-N
CCN(CC)c1nc(Cl)nc(NC(C)C)n1,-3.785,OWYWGLHRNBIFJP-UHFFFAOYSA-N
CCOC(=O)c1ccc(N)cc1,-2.616,BLFLLBZGZJTVJG-UHFFFAOYSA-N
Clc1ccc(Cl)c(Cl)c1,-3.59,PBKONEOXTCPAFI-UHFFFAOYSA-N
Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,-4.09,JOFWLTCLBGQGBO-UHFFFAOYSA-N
Oc1ccccc1O,0.62,YCIMNLLNPGFGHC-UHFFFAOYSA-N
CCN1c2ncccc2C(=O)N(C)c2cccnc21,-2.62,SVFKQHLOBRUZGV-UHFFFAOYSA-N
Cc1ccccc1Br,-2.23,QSSXJPIWXQTSIX-UHFFFAOYSA-N
CCOC(N)=O,0.85,JOYRKODLDBILNP-UHFFFAOYSA-N
CC(=O)OC1(C(C)=O)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC21C,-5.35,RQZAXGRLVPAYTJ-UHFFFAOYSA-N
CC(C)C(O)C(C)C,-1.22,BAYAKMPRFGNNFW-UHFFFAOYSA-N
c1ccc2ccccc2c1,-3.6,UFWIBTONFRDIAS-UHFFFAOYSA-N
CCNc1ccccc1,-1.7,OJGMBLNIHDZDGS-UHFFFAOYSA-N
O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,-4.097,CXOFVDLJLONNDW-UHFFFAOYSA-N
Cc1c2ccccc2c(C)c2c1ccc1ccccc12,-7.02,ARSRBNBHOADGJU-UHFFFAOYSA-N
CCOP(=S)(OCC)SC(CCl)N1C(=O)c2ccccc2C1=O,-6.34,MUMQYXACQUZOFP-UHFFFAOYSA-N
COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,-6.89,IAKOZHOLGAGEJT-UHFFFAOYSA-N
O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(F)c(Cl)c1F,-7.28,CJDWRQLODFKPEL-UHFFFAOYSA-N
CCCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,-4.678,XCEYNQCFXXAOBL-UHFFFAOYSA-N
CN(C)C(=O)Nc1ccc(Cl)cc1,-2.89,BMLIZLVNXIYGCK-UHFFFAOYSA-N
OC(Cn1cncn1)(c1ccc(F)cc1)c1ccccc1F,-3.37,JWUCHKBSVLQQCO-UHFFFAOYSA-N
CC(=O)OCC(=O)C1(O)C(OC(C)=O)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,-4.13,XGMPVBXKDAHORN-UHFFFAOYSA-N
CCCCBr,-2.37,MPPPKRYCTPRNTB-UHFFFAOYSA-N
Brc1cc(Br)c(Br)cc1Br,-6.98,QCKHVNQHBOGZER-UHFFFAOYSA-N
CC(=O)CC(C)C,-0.74,NTIZESTWPVYFNL-UHFFFAOYSA-N
CCSC(=O)N(CC)C1CCCCC1,-3.4,DFCAFRGABIXSDS-UHFFFAOYSA-N
COc1ccc(Cl)cc1,-2.78,YRGAYAGBVIXNAQ-UHFFFAOYSA-N
CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,-8.402,OWZREIFADZCYQD-UHFFFAOYSA-N
C=CCC1(C(C)CC)C(=O)NC(=O)NC1=O,-2.016,BJVVMKUXKQHWJK-UHFFFAOYSA-N
COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(C)c1,-4.04,ZNOLGFHPUIJIMJ-UHFFFAOYSA-N
Ic1cccc2ccccc12,-4.55,NHPPIJMARIVBGU-UHFFFAOYSA-N
ClCC(Cl)Cl,-1.48,UBOXGVDOUJQMTN-UHFFFAOYSA-N
Cc1cc(OC(=O)N(C)C)n(-c2ccccc2)n1,-2.09,GEDIWDLJKRKBFT-UHFFFAOYSA-N
NC(=O)c1ccccc1O,-1.82,SKZKKFZAGNVIMN-UHFFFAOYSA-N
Cc1ccccc1[N+](=O)[O-],-2.33,PLAZTCDQAHEYBI-UHFFFAOYSA-N
CC(C)C1(C(C)C)C(=O)NC(=O)NC1=O,-2.766,NSQYIEOSFPLTJA-UHFFFAOYSA-N
CCc1ccccc1C,-3.21,HYFLWBNQFMXCPA-UHFFFAOYSA-N
CCCCCCCCl,-4.0,DZMDPHNGKBEVRE-UHFFFAOYSA-N
CCC1(CC)C(=O)NC(=O)NC1=O,-2.4,FTOAOBMCPZCFFF-UHFFFAOYSA-N
c1ccc(CCc2ccccc2)cc1,-4.62,QWUWMCYKGHVNAV-UHFFFAOYSA-N
ClC(Cl)C(Cl)Cl,-1.74,QPFMBZIOSGYJDE-UHFFFAOYSA-N
CCN1c2cc(OC)cc(C)c2NC(=O)c2cccnc21,-5.153,PVVKNINYCJVIFZ-UHFFFAOYSA-N
Cc1ccc2c(ccc3ccccc32)c1,-5.84,KANLOADZXMMCQA-UHFFFAOYSA-N
CCCCOC(=O)c1ccccc1C(=O)OCCCC,-4.4,DOIRQSBPFJWKBE-UHFFFAOYSA-N
COc1c(O)c(Cl)c(Cl)c(Cl)c1Cl,-4.02,YZZVKLJKDFFSFL-UHFFFAOYSA-N
CCN(CC)C(=O)C(Cl)=CCOP(=O)(OC)OC,0.523,RWXKUYSKUSXRGL-UHFFFAOYSA-N
CC12CCC3C(=CCc4cc(O)ccc43)C1CCC2=O,-5.282,WKRLQDKEXYKHJB-UHFFFAOYSA-N
CCOC(=O)c1ccccc1S(=O)(=O)NN(C=O)c1nc(Cl)cc(OC)n1,-4.576,MBDMKWJEKDHRRP-UHFFFAOYSA-N
COc1ccc([N+](=O)[O-])cc1,-2.41,BNUHAJGCKIQFGE-UHFFFAOYSA-N
CCCCCCCl,-3.12,MLRVZFYXUZQSRU-UHFFFAOYSA-N
Clc1cc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1Cl,-9.16,DTMRKGRREZAYAP-UHFFFAOYSA-N
OCC1OC(OCC2OC(OC3(CO)OC(CO)C(O)C3O)C(O)C(O)C2O)C(O)C(O)C1O,-0.41,MUPFEKGTMRGPLJ-UHFFFAOYSA-N
CCCCCCCCCCCCCCCCCCCCCCCCCC,-8.334,HMSWAIKSFDFLKN-UHFFFAOYSA-N
CCN1c2ccccc2N(C)C(=O)c2cccnc21,-3.324,QIBWCUCLHZVYNL-UHFFFAOYSA-N
Nc1ccc(S(N)(=O)=O)cc1,-1.34,FDDDEECHVMSUSB-UHFFFAOYSA-N
CCCN(CCC)c1c([N+](=O)[O-])cc(C(C)C)cc1[N+](=O)[O-],-6.49,NEKOXWSIMFDGMA-UHFFFAOYSA-N
ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,-4.64,JLYXXMFPNIAWKQ-UHFFFAOYSA-N
CCOP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,-4.194,HOQADATXFBOEGG-UHFFFAOYSA-N
Clc1cccc(Cl)c1Cl,-4.0,RELMFMZEBKVZJC-UHFFFAOYSA-N
ClC(Cl)(Cl)Cl,-2.31,VZGDMQKNWNREIO-UHFFFAOYSA-N
O=[N+]([O-])c1ccc(Cl)c(Cl)c1,-3.2,NTBYINQTYWZXLH-UHFFFAOYSA-N
OC1CCCCCCC1,-1.29,FHADSMKORVFYOS-UHFFFAOYSA-N
CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O,-3.999,GCKMFJBGXUYNAG-UHFFFAOYSA-N
CCOc1ccc(NC(N)=O)cc1,-2.17,GGLIEWRLXDLBBF-UHFFFAOYSA-N
CC1CCC(C)CC1,-4.47,QRMPKOFEUHIBNM-UHFFFAOYSA-N
c1cnc2c(c1)ccc1ncccc12,-2.68,OZKOMUDCMCEDTM-UHFFFAOYSA-N
COC(C)(C)C,-0.24,BZLVMXJERCGZMT-UHFFFAOYSA-N
CC=Cc1ccc(OC)cc1,-3.13,RUVINXPYWBROJD-UHFFFAOYSA-N
CCCCCCCCCCCCCCCCO,-7.0,BXWNKGSJHAJOGX-UHFFFAOYSA-N
O=c1cc[nH]c(=O)[nH]1,-1.488,ISAKRJDGNUQOIC-UHFFFAOYSA-N
Nc1ncnc2nc[nH]c12,-2.12,GFFGJBXGBJISGV-UHFFFAOYSA-N
Clc1cc(Cl)c(-c2cccc(Cl)c2Cl)cc1Cl,-7.21,JTUSORDQZVOEAZ-UHFFFAOYSA-N
COc1ccc(C(O)(c2cncnc2)C2CC2)cc1,-2.596,HUTDUHSNJYTCAR-UHFFFAOYSA-N
c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,-8.23,FTOVXSOBNPWTSH-UHFFFAOYSA-N
O=C(Nc1ccccc1)Nc1ccccc1,-3.15,GWEHVDNNLFDJLR-UHFFFAOYSA-N
CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,-2.322,DDBREPKUVSBGFI-UHFFFAOYSA-N
Clc1ccc(-c2cccc(Cl)c2Cl)cc1,-6.29,ZMHWQAHZKUPENF-UHFFFAOYSA-N
CC(C)c1ccc(NC(=O)N(C)C)cc1,-3.536,PUIYMUZLKQOUOZ-UHFFFAOYSA-N
CCN(CC)C(=O)CSc1ccc(Cl)nn1,-1.716,SSLKKMZJCJBOML-UHFFFAOYSA-N
CCC(C)(C)CO,-1.04,XRMVWAKMXZNZIL-UHFFFAOYSA-N
CCCOC(=O)CCC,-1.75,HUAZGNHGCJGYNP-UHFFFAOYSA-N
Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],-3.22,SPSSULHKWOKEEL-UHFFFAOYSA-N
CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1,-4.2,RRNIZKPFKNDSRS-UHFFFAOYSA-N
C1CCCCCC1,-3.51,DMEGYFMYUHOHGS-UHFFFAOYSA-N
CCCOC=O,-0.49,KFNNIILCVOLYIR-UHFFFAOYSA-N
Cc1ccccc1C(C)C,-3.76,WWRCMNKATXZARA-UHFFFAOYSA-N
Nc1cccc(Cl)c1,-1.37,PNPCRKVUWYDDST-UHFFFAOYSA-N
CC(C)CC(C)C,-4.26,BZHMBWZPUJHVEE-UHFFFAOYSA-N
c1ccc2c(c1)oc1ccccc12,-4.6,TXCDCPKCNAJMEE-UHFFFAOYSA-N
CCOC1Oc2ccc(OS(C)(=O)=O)cc2C1(C)C,-3.42,IRCMYGHHKLLGHV-UHFFFAOYSA-N
CN(C)C(=O)Nc1cccc(C(F)(F)F)c1,-3.43,RZILCCPWPBTYDO-UHFFFAOYSA-N
c1ccc2nc3ccccc3cc2c1,-3.67,DZBUGLKDJFMEHC-UHFFFAOYSA-N
CC12CCC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,-3.11,MFYSYFVPBJMHGN-UHFFFAOYSA-N
OCC1OC(O)C(O)C(O)C1O,0.74,WQZGKKKJIJFFOK-UHFFFAOYSA-N
Cc1cccc(O)c1,-0.68,RLSSMJSEOOYNOY-UHFFFAOYSA-N
CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,-3.586,NDDAHWYSQHTHNT-UHFFFAOYSA-N
CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,-6.005,PCZOHLXUXFIOCF-UHFFFAOYSA-N
O=[N+]([O-])c1ccc([N+](=O)[O-])cc1,-3.39,FYFDQJRXFWGIBS-UHFFFAOYSA-N
CCC1(C2=CCC3CCC2C3)C(=O)NC(=O)NC1=O,-2.696,YGOGAACPYALXRT-UHFFFAOYSA-N
CCCCCCCCCC(=O)OCC,-4.1,RGXWDWUGBIJHDO-UHFFFAOYSA-N
CN(C)C(=O)Nc1ccccc1,-1.6,XXOYNJXVWVNOOJ-UHFFFAOYSA-N
CCCOCC,-0.66,NVJUHMXYKCUMQA-UHFFFAOYSA-N
Cc1ccc2ccccc2c1,-3.77,QIMMUPPBPVKWKM-UHFFFAOYSA-N
CCC(c1ccc(O)cc1)C(CC)c1ccc(O)cc1,-4.43,PBBGSZCBWVPOOL-UHFFFAOYSA-N
CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,-3.37,JXSJBGJIGXNWCI-UHFFFAOYSA-N
ClCc1ccccc1,-2.39,KCXMKQUNVWSEMD-UHFFFAOYSA-N
CC=CC=O,0.32,MLUCVPSAIODCQM-UHFFFAOYSA-N
CON(C)C(=O)Nc1ccc(Br)c(Cl)c1,-3.924,NLYNUTMZTCLNOO-UHFFFAOYSA-N
Cc1c2ccccc2c(C)c2ccccc12,-6.57,JTGMTYWYUZDRBK-UHFFFAOYSA-N
CCCCCC(=O)OC,-1.87,NUKZAGXMHTUAFE-UHFFFAOYSA-N
CN(C)C(=O)Nc1ccc(-n2nc(C(C)(C)C)oc2=O)c(Cl)c1,-4.328,DHWRNDJOGMTCPB-UHFFFAOYSA-N
CC(=O)Nc1ccc(F)cc1,-1.78,JHEFOJNPLXSWNZ-UHFFFAOYSA-N
CCc1cccc(CC)c1N(COC)C(=O)CCl,-3.26,XCSGPAVHZFQHGE-UHFFFAOYSA-N
C1=CCCCC1,-2.59,HGCIXCUEYOPUTN-UHFFFAOYSA-N
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,-3.09,JYGXADMDTFJGBT-UHFFFAOYSA-N
c1cncnc1,1.1,CZPWVGJYEJSRLH-UHFFFAOYSA-N
O=[N+]([O-])c1ccc(Cl)cc1,-2.92,CZGCEKJOLUNIFY-UHFFFAOYSA-N
CCC(=O)OC,-0.14,RJUFJBKOKNCXHH-UHFFFAOYSA-N
O=[N+]([O-])c1ccccc1Cl,-2.55,BFCFYVKQTRLZHA-UHFFFAOYSA-N
CCCCN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-4.77,CCGPUGMWYLICGL-UHFFFAOYSA-N
CN1CC(O)N(c2nnc(C(C)(C)C)s2)C1=O,-1.877,SWMGXKSQWDSBKV-UHFFFAOYSA-N
O=[N+]([O-])c1ccccc1,-1.8,LQNUZADURLCDLV-UHFFFAOYSA-N
Ic1ccccc1,-3.01,SNHMUERNLJLMHN-UHFFFAOYSA-N
Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C,-3.78,AQCHWTWZEMGIFD-UHFFFAOYSA-N
COc1ccccc1OCC(O)COC(N)=O,-0.985,GNXFOGHNGIVQEH-UHFFFAOYSA-N
CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC,-4.19,HKPHPIREJKHECO-UHFFFAOYSA-N
Oc1cccc(Cl)c1Cl,-1.3,UMPSXRYVXUPCOS-UHFFFAOYSA-N
CCCC(=O)OC,-1.92,UUIQMZJEGPQKFD-UHFFFAOYSA-N
CCC(=O)Nc1ccc(Cl)c(Cl)c1,-3.0,LFULEKSKNZEWOE-UHFFFAOYSA-N
Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,-2.404,FNYLWPVRPXGIIP-UHFFFAOYSA-N
CCCCCC(=O)OCC,-2.35,SHZIWNPUGXLXDT-UHFFFAOYSA-N
OCC(O)C1OC2OC(C(Cl)(Cl)Cl)OC2C1O,-1.84,OJYGBLRPYBAHRT-UHFFFAOYSA-N
Cc1ccc(N=CN(C)C=Nc2ccc(C)cc2C)c(C)c1,-5.47,QXAITBQSYVNQDR-UHFFFAOYSA-N
COc1nc(NC(C)C)nc(NC(C)C)n1,-2.478,ISEUFVQQFVOBCY-UHFFFAOYSA-N
C=CCCCCCC,-4.44,KWKAKUADMBZCLK-UHFFFAOYSA-N
Cc1ccc(N)cc1,-1.21,RZXMPPFPUUCRFN-UHFFFAOYSA-N
Nc1nccs1,-0.36,RAIPHJJURHTUIC-UHFFFAOYSA-N
CNC(=O)Oc1ccccc1,-1.803,SCWKRWCUMCMVPW-UHFFFAOYSA-N
CCCC(O)CC,-0.8,ZOCHHNOQQHDWHG-UHFFFAOYSA-N
Oc1c2ccccc2cc2ccccc12,-4.73,AUKRYONWZHRJRE-UHFFFAOYSA-N
Cc1ccc2cc3ccccc3cc2c1,-6.96,GYMFBYTZOGMSQJ-UHFFFAOYSA-N
Cc1cccc(C)c1C,-3.2,FYGHSUNMUKGBRK-UHFFFAOYSA-N
CNC(=O)Oc1ccc(N(C)C)c(C)c1,-2.36,IMIDOCRTMDIQIJ-UHFFFAOYSA-N
CCCCCCCC(C)O,-2.74,NGDNVOAEIVQRFH-UHFFFAOYSA-N
CN(C(=O)NC(C)(C)c1ccccc1)c1ccccc1,-3.35,FMINYZXVCTYSNY-UHFFFAOYSA-N
CCCC(=O)CC,-0.83,PFCHFHIRKBAQGU-UHFFFAOYSA-N
N#Cc1cc(Br)c(O)c(Br)c1,-3.33,UPMXNNIRAGDFEH-UHFFFAOYSA-N
Clc1ccc(-c2ccccc2)cc1Cl,-6.39,ZGHQUYZPMWMLBM-UHFFFAOYSA-N
CN(C(=O)COc1nc2ccccc2s1)c1ccccc1,-4.873,XIGAUIHYSDTJHW-UHFFFAOYSA-N
Oc1cccc2ncccc12,-2.54,GYESAYHWISMZOK-UHFFFAOYSA-N
CC1=C(C(=O)Nc2ccccc2)SCCO1,-3.14,GYSSRZJIHXQEHQ-UHFFFAOYSA-N
CCOc1ccc2nc(S(N)(=O)=O)sc2c1,-3.81,OUZWUKMCLIBBOG-UHFFFAOYSA-N
Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,-4.28,IZUPBVBPLAPZRR-UHFFFAOYSA-N
CCC1(CC)C(=O)NC(=O)N(C)C1=O,-2.23,FWJKNZONDWOGMI-UHFFFAOYSA-N
CC(=O)OCC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,-4.63,VPGRYOFKCNULNK-UHFFFAOYSA-N
NC(=O)NCc1ccccc1,-0.95,RJNJWHFSKNJCTB-UHFFFAOYSA-N
Cc1ccc(NC(=O)N(C)C)cc1Cl,-3.483,JXCGFZXSOMJFOA-UHFFFAOYSA-N
CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-3.592,XKJMBINCVNINCA-UHFFFAOYSA-N
OC1CCCCCC1,-0.88,QCRFMSUKWRQZEM-UHFFFAOYSA-N
CS(=O)(=O)c1ccc(C(O)C(CO)NC(=O)C(Cl)Cl)cc1,-2.154,OTVAEFIXJLOWRX-UHFFFAOYSA-N
CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,-3.36,IUJDSEJGGMCXSG-UHFFFAOYSA-N
CC(=O)Nc1nnc(S(N)(=O)=O)s1,-2.36,BZKPWHYZMXOIDC-UHFFFAOYSA-N
O=[N+]([O-])c1ccc(O)cc1,-0.74,BTJIUGUIPKRLHP-UHFFFAOYSA-N
ClC1=C(Cl)C2(Cl)C3C4C=CC(C4)C3C1(Cl)C2(Cl)Cl,-6.307,QBYJBZPUGVGKQQ-UHFFFAOYSA-N
C1CCOC1,0.49,WYURNTSHIVDZCO-UHFFFAOYSA-N
Nc1ccccc1[N+](=O)[O-],-1.96,DPJCXCZTLWNFOH-UHFFFAOYSA-N
Clc1cccc(-c2cccc(Cl)c2Cl)c1Cl,-7.28,VTLYHLREPCPDKX-UHFFFAOYSA-N
CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,-3.81,VYMDGNCVAMGZFE-UHFFFAOYSA-N
Cc1c([N+](=O)[O-])cccc1[N+](=O)[O-],-3.0,XTRDKALNCIHHNI-UHFFFAOYSA-N
CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,-4.42,RJKFOVLPORLFTN-UHFFFAOYSA-N
CCN(CC)c1nc(Cl)nc(N(CC)CC)n1,-4.411,QHXDTLYEHWXDSO-UHFFFAOYSA-N
O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)C(Cl)Cl,-5.4,JHRWWRDRBPCWTF-UHFFFAOYSA-N
Brc1ccc(Br)c(Br)c1,-4.5,FWAJPSIPOULHHH-UHFFFAOYSA-N
O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,-3.952,ADIMAYPTOBDMTL-UHFFFAOYSA-N
C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O,-2.356,KQPKPCNLIDLUMF-UHFFFAOYSA-N
Cc1ccc(C(C)C)cc1O,-2.08,RECUKUPTGUEGMW-UHFFFAOYSA-N
O=C1CSC(=S)N1,-1.77,KIWUVOGUEXMXSV-UHFFFAOYSA-N
O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12,-3.083,YXOLAZRVSSWPPT-UHFFFAOYSA-N
O=C1C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,-5.259,LHHGDZSESBACKH-UHFFFAOYSA-N
CCN(CC)C(=S)SSC(=S)N(CC)CC,-4.86,AUZONCFQVSMFAP-UHFFFAOYSA-N
C1CCCCC1,-3.1,XDTMQSROBMDMFD-UHFFFAOYSA-N
ClC1=C(Cl)C(Cl)(C2(Cl)C(Cl)=C(Cl)C(Cl)=C2Cl)C(Cl)=C1Cl,-7.278,LWLJUMBEZJHXHV-UHFFFAOYSA-N
Cc1cc(Cl)ccc1N=CN(C)C,-2.86,STUSTWKEFDQFFZ-UHFFFAOYSA-N
CC12CCc3c(ccc4cc(O)ccc34)C1CCC2=O,-5.24,PDRGHUMCVRDZLQ-UHFFFAOYSA-N
CCCCCCCCO,-2.39,KBPLFHHGFOOTCA-UHFFFAOYSA-N
CCSCC,-1.34,LJSQFQKUNVCTIA-UHFFFAOYSA-N
CCC(C)(C)Cl,-2.51,CRNIHJHMEQZAAS-UHFFFAOYSA-N
Nc1ccc([N+](=O)[O-])cc1,-2.37,TYMLOMAKGOJONV-UHFFFAOYSA-N
OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,-0.244,GUBGYTABKSRVRQ-UHFFFAOYSA-N
CCN1C(=O)c2cccnc2N(CC)c2ncccc21,-2.86,ISMYLNZMKJLINI-UHFFFAOYSA-N
Clc1ccccc1,-2.38,MVPPADPHJFYWMZ-UHFFFAOYSA-N
